order_id,order_date,sku,quantity_ordered,unit_price,customer_region,order_status,fulfillment_center,expected_ship_date,actual_ship_date,priority_flag,order_value,shipping_delay_days,is_high_priority,is_cancelled,is_returned,is_completed,is_shipping_delayed
ORD-509511,2024-01-10,SKU-10123,34,31.02,West,Completed,FC-04,2024-01-14,2024-01-14,Normal,1054.68,0.0,False,False,False,True,False
ORD-509512,2024-01-10,SKU-10434,32,61.57,Northeast,Completed,FC-05,2024-01-12,2024-01-12,Normal,1970.24,0.0,False,False,False,True,False
ORD-509513,2024-01-10,SKU-10427,10,45.68,Northeast,Completed,FC-06,2024-01-14,2024-01-14,Normal,456.8,0.0,False,False,False,True,False
ORD-509514,2024-01-10,SKU-10057,21,88.9,Midwest,Cancelled,FC-01,2024-01-12,,Normal,1866.9,,False,True,False,False,False
ORD-509515,2024-01-10,SKU-10356,41,28.9,South,Completed,FC-06,2024-01-11,2024-01-12,Normal,1184.9,1.0,False,False,False,True,True
ORD-509516,2024-01-10,SKU-10156,30,103.83,Midwest,Returned,FC-02,2024-01-15,,Normal,3114.9,,False,False,True,False,False
ORD-509517,2024-01-10,SKU-10114,5,40.33,Northeast,Completed,FC-02,2024-01-11,2024-01-10,Normal,201.65,-1.0,False,False,False,True,False
ORD-509518,2024-01-10,SKU-10308,21,49.7,West,Returned,FC-01,2024-01-15,,Normal,1043.7,,False,False,True,False,False
ORD-509519,2024-01-10,SKU-10257,38,37.87,Midwest,Completed,FC-03,2024-01-14,2024-01-13,Normal,1439.06,-1.0,False,False,False,True,False
ORD-509520,2024-01-10,SKU-10039,46,138.42,South,Returned,FC-01,2024-01-13,,Normal,6367.32,,False,False,True,False,False
ORD-509521,2024-01-10,SKU-10002,10,47.04,Midwest,Cancelled,FC-04,2024-01-14,,High,470.4,,True,True,False,False,False
ORD-509522,2024-01-10,SKU-10466,10,101.24,South,Completed,FC-05,2024-01-12,2024-01-14,Normal,1012.4,2.0,False,False,False,True,True
ORD-509523,2024-01-10,SKU-10293,23,147.75,South,Returned,FC-06,2024-01-14,,High,3398.25,,True,False,True,False,False
ORD-509524,2024-01-10,SKU-10317,37,127.97,Midwest,Completed,FC-05,2024-01-12,2024-01-12,High,4734.89,0.0,True,False,False,True,False
ORD-509525,2024-01-10,SKU-10370,29,91.02,West,Completed,FC-05,2024-01-14,2024-01-16,Normal,2639.58,2.0,False,False,False,True,True
ORD-509526,2024-01-10,SKU-10471,7,48.88,Midwest,Cancelled,FC-05,2024-01-12,,High,342.16,,True,True,False,False,False
ORD-509527,2024-01-10,SKU-10136,37,42.46,Midwest,Returned,FC-04,2024-01-14,,Normal,1571.02,,False,False,True,False,False
ORD-509528,2024-01-10,SKU-10025,43,125.44,Midwest,Returned,FC-06,2024-01-15,,Normal,5393.92,,False,False,True,False,False
ORD-509529,2024-01-10,SKU-10310,45,92.51,South,Completed,FC-01,2024-01-12,2024-01-11,Normal,4162.95,-1.0,False,False,False,True,False
ORD-509530,2024-01-10,SKU-10325,25,80.44,West,Completed,FC-05,2024-01-15,2024-01-14,Normal,2011.0,-1.0,False,False,False,True,False
ORD-509531,2024-01-10,SKU-10137,37,58.66,Northeast,Completed,FC-02,2024-01-14,2024-01-13,Normal,2170.42,-1.0,False,False,False,True,False
ORD-509532,2024-01-10,SKU-10262,1,123.41,West,Cancelled,FC-05,2024-01-15,,Normal,123.41,,False,True,False,False,False
ORD-509533,2024-01-10,SKU-10376,24,6.31,Northeast,Completed,FC-05,2024-01-12,2024-01-14,Normal,151.44,2.0,False,False,False,True,True
ORD-509534,2024-01-10,SKU-10045,9,140.16,Midwest,Completed,FC-06,2024-01-14,2024-01-15,Normal,1261.44,1.0,False,False,False,True,True
ORD-509535,2024-01-10,SKU-10235,13,125.54,South,Cancelled,FC-05,2024-01-11,,Normal,1632.02,,False,True,False,False,False
ORD-509536,2024-01-10,SKU-10283,9,33.43,Midwest,Completed,FC-02,2024-01-13,2024-01-13,Normal,300.87,0.0,False,False,False,True,False
ORD-509537,2024-01-10,SKU-10041,36,121.19,South,Completed,FC-04,2024-01-11,2024-01-12,Normal,4362.84,1.0,False,False,False,True,True
ORD-509538,2024-01-10,SKU-10070,20,61.63,West,Completed,FC-06,2024-01-13,2024-01-15,Normal,1232.6,2.0,False,False,False,True,True
ORD-509539,2024-01-10,SKU-10109,35,22.45,South,Cancelled,FC-04,2024-01-11,,Normal,785.75,,False,True,False,False,False
ORD-509540,2024-01-10,SKU-10089,14,110.64,West,Returned,FC-03,2024-01-14,,High,1548.96,,True,False,True,False,False
ORD-509541,2024-01-10,SKU-10142,38,53.96,Northeast,Completed,FC-06,2024-01-12,2024-01-14,Normal,2050.48,2.0,False,False,False,True,True
ORD-509542,2024-01-10,SKU-10096,4,124.55,Midwest,Completed,FC-03,2024-01-13,2024-01-12,Normal,498.2,-1.0,False,False,False,True,False
ORD-509543,2024-01-10,SKU-10119,40,52.94,South,Returned,FC-02,2024-01-11,,Normal,2117.6,,False,False,True,False,False
ORD-509544,2024-01-10,SKU-10051,48,124.64,Midwest,Completed,FC-01,2024-01-14,2024-01-14,Normal,5982.72,0.0,False,False,False,True,False
ORD-509545,2024-01-10,SKU-10094,36,32.13,Northeast,Completed,FC-05,2024-01-12,2024-01-14,Normal,1156.68,2.0,False,False,False,True,True
ORD-509546,2024-01-10,SKU-10246,2,25.3,West,Completed,FC-03,2024-01-13,2024-01-14,Normal,50.6,1.0,False,False,False,True,True
ORD-509547,2024-01-10,SKU-10233,9,146.99,South,Completed,FC-02,2024-01-15,2024-01-17,Normal,1322.91,2.0,False,False,False,True,True
ORD-509548,2024-01-10,SKU-10440,5,111.7,Midwest,Completed,FC-06,2024-01-13,2024-01-12,Normal,558.5,-1.0,False,False,False,True,False
ORD-509549,2024-01-10,SKU-10406,16,52.51,Midwest,Completed,FC-06,2024-01-14,2024-01-15,Normal,840.16,1.0,False,False,False,True,True
ORD-509550,2024-01-10,SKU-10001,27,30.69,South,Cancelled,FC-03,2024-01-11,,Normal,828.63,,False,True,False,False,False
ORD-509551,2024-01-10,SKU-10378,13,91.02,Northeast,Cancelled,FC-04,2024-01-13,,Normal,1183.26,,False,True,False,False,False
ORD-509552,2024-01-10,SKU-10495,23,66.36,Midwest,Cancelled,FC-04,2024-01-11,,Normal,1526.28,,False,True,False,False,False
ORD-509553,2024-01-10,SKU-10401,15,102.37,Northeast,Completed,FC-02,2024-01-12,2024-01-13,Normal,1535.55,1.0,False,False,False,True,True
ORD-509554,2024-01-10,SKU-10178,8,90.79,Midwest,Returned,FC-02,2024-01-11,,Normal,726.32,,False,False,True,False,False
ORD-509555,2024-01-10,SKU-10320,27,98.17,Northeast,Completed,FC-06,2024-01-13,2024-01-13,Normal,2650.59,0.0,False,False,False,True,False
ORD-509556,2024-01-10,SKU-10036,23,77.25,Midwest,Completed,FC-01,2024-01-12,2024-01-13,Normal,1776.75,1.0,False,False,False,True,True
ORD-509557,2024-01-10,SKU-10053,19,133.76,West,Completed,FC-02,2024-01-15,2024-01-16,Normal,2541.44,1.0,False,False,False,True,True
ORD-509558,2024-01-10,SKU-10025,26,110.51,West,Completed,FC-04,2024-01-11,2024-01-12,Normal,2873.26,1.0,False,False,False,True,True
ORD-509559,2024-01-10,SKU-10190,39,87.42,Midwest,Completed,FC-03,2024-01-14,2024-01-13,Normal,3409.38,-1.0,False,False,False,True,False
ORD-509560,2024-01-10,SKU-10295,29,62.3,South,Completed,FC-06,2024-01-12,2024-01-12,Normal,1806.7,0.0,False,False,False,True,False
ORD-509561,2024-01-10,SKU-10053,9,86.27,Midwest,Completed,FC-02,2024-01-12,2024-01-12,Normal,776.43,0.0,False,False,False,True,False
ORD-509562,2024-01-10,SKU-10064,3,51.97,Midwest,Completed,FC-02,2024-01-15,2024-01-15,Normal,155.91,0.0,False,False,False,True,False
ORD-509563,2024-01-10,SKU-10285,8,18.57,Midwest,Returned,FC-05,2024-01-13,,Normal,148.56,,False,False,True,False,False
ORD-509564,2024-01-10,SKU-10453,13,70.01,West,Returned,FC-06,2024-01-15,,Normal,910.13,,False,False,True,False,False
ORD-509565,2024-01-10,SKU-10106,32,143.42,West,Cancelled,FC-02,2024-01-13,,Normal,4589.44,,False,True,False,False,False
ORD-509566,2024-01-10,SKU-10269,24,128.29,Northeast,Completed,FC-05,2024-01-15,2024-01-17,Normal,3078.96,2.0,False,False,False,True,True
ORD-509567,2024-01-10,SKU-10316,27,93.14,West,Completed,FC-02,2024-01-11,2024-01-12,Normal,2514.78,1.0,False,False,False,True,True
ORD-509568,2024-01-10,SKU-10057,47,96.32,Midwest,Returned,FC-02,2024-01-11,,Normal,4527.04,,False,False,True,False,False
ORD-509569,2024-01-10,SKU-10027,45,97.2,West,Cancelled,FC-05,2024-01-14,,Normal,4374.0,,False,True,False,False,False
ORD-509570,2024-01-10,SKU-10305,24,107.81,Northeast,Completed,FC-01,2024-01-13,2024-01-12,Normal,2587.44,-1.0,False,False,False,True,False
ORD-509571,2024-01-10,SKU-10319,18,100.33,West,Completed,FC-04,2024-01-13,2024-01-13,Normal,1805.94,0.0,False,False,False,True,False
ORD-509572,2024-01-10,SKU-10154,1,22.29,Midwest,Completed,FC-05,2024-01-15,2024-01-14,High,22.29,-1.0,True,False,False,True,False
ORD-509573,2024-01-10,SKU-10227,9,91.41,Northeast,Completed,FC-06,2024-01-13,2024-01-15,Normal,822.69,2.0,False,False,False,True,True
ORD-509574,2024-01-10,SKU-10278,42,95.66,West,Completed,FC-02,2024-01-11,2024-01-12,Normal,4017.72,1.0,False,False,False,True,True
ORD-509575,2024-01-10,SKU-10228,5,26.74,South,Completed,FC-05,2024-01-15,2024-01-14,Normal,133.7,-1.0,False,False,False,True,False
ORD-509576,2024-01-10,SKU-10086,4,5.62,South,Completed,FC-03,2024-01-12,2024-01-14,Normal,22.48,2.0,False,False,False,True,True
ORD-509577,2024-01-10,SKU-10225,5,42.44,West,Returned,FC-01,2024-01-14,,Normal,212.2,,False,False,True,False,False
ORD-509578,2024-01-10,SKU-10119,8,52.9,South,Completed,FC-06,2024-01-15,2024-01-15,Normal,423.2,0.0,False,False,False,True,False
ORD-509579,2024-01-10,SKU-10265,30,56.78,Midwest,Completed,FC-03,2024-01-14,2024-01-16,Normal,1703.4,2.0,False,False,False,True,True
ORD-509580,2024-01-10,SKU-10051,41,11.92,West,Completed,FC-06,2024-01-14,2024-01-16,Normal,488.72,2.0,False,False,False,True,True
ORD-509581,2024-01-10,SKU-10091,35,26.24,Midwest,Cancelled,FC-05,2024-01-14,,Normal,918.4,,False,True,False,False,False
ORD-509582,2024-01-10,SKU-10029,18,29.73,South,Completed,FC-04,2024-01-15,2024-01-15,Normal,535.14,0.0,False,False,False,True,False
ORD-509583,2024-01-10,SKU-10499,21,40.46,Midwest,Cancelled,FC-03,2024-01-12,,Normal,849.66,,False,True,False,False,False
ORD-509584,2024-01-10,SKU-10376,17,44.96,Midwest,Completed,FC-04,2024-01-15,2024-01-17,High,764.32,2.0,True,False,False,True,True
ORD-509585,2024-01-10,SKU-10190,40,71.3,South,Returned,FC-01,2024-01-11,,Normal,2852.0,,False,False,True,False,False
ORD-509586,2024-01-10,SKU-10435,14,81.02,Midwest,Completed,FC-06,2024-01-11,2024-01-11,High,1134.28,0.0,True,False,False,True,False
ORD-509587,2024-01-10,SKU-10395,34,91.48,Northeast,Completed,FC-04,2024-01-15,2024-01-17,Normal,3110.32,2.0,False,False,False,True,True
ORD-509588,2024-01-10,SKU-10456,12,60.32,West,Returned,FC-06,2024-01-12,,Normal,723.84,,False,False,True,False,False
ORD-509589,2024-01-10,SKU-10357,39,61.3,Midwest,Returned,FC-02,2024-01-14,,High,2390.7,,True,False,True,False,False
ORD-509590,2024-01-10,SKU-10293,1,77.83,Northeast,Completed,FC-06,2024-01-11,2024-01-10,High,77.83,-1.0,True,False,False,True,False
ORD-509591,2024-01-10,SKU-10053,45,102.36,South,Cancelled,FC-03,2024-01-11,,Normal,4606.2,,False,True,False,False,False
ORD-509592,2024-01-10,SKU-10013,41,99.12,Midwest,Cancelled,FC-04,2024-01-14,,Normal,4063.92,,False,True,False,False,False
ORD-509593,2024-01-10,SKU-10058,36,8.95,South,Completed,FC-06,2024-01-14,2024-01-15,High,322.2,1.0,True,False,False,True,True
ORD-509594,2024-01-10,SKU-10249,45,62.81,West,Returned,FC-04,2024-01-13,,High,2826.45,,True,False,True,False,False
ORD-509595,2024-01-10,SKU-10485,42,98.62,Northeast,Completed,FC-05,2024-01-12,2024-01-12,Normal,4142.04,0.0,False,False,False,True,False
ORD-509596,2024-01-10,SKU-10108,1,23.82,Northeast,Completed,FC-01,2024-01-11,2024-01-12,Normal,23.82,1.0,False,False,False,True,True
ORD-509597,2024-01-10,SKU-10297,49,44.88,West,Completed,FC-01,2024-01-14,2024-01-15,Normal,2199.12,1.0,False,False,False,True,True
ORD-509598,2024-01-10,SKU-10470,46,40.7,Midwest,Completed,FC-01,2024-01-11,2024-01-12,Normal,1872.2,1.0,False,False,False,True,True
ORD-509599,2024-01-10,SKU-10412,49,136.44,Northeast,Completed,FC-02,2024-01-15,2024-01-16,Normal,6685.56,1.0,False,False,False,True,True
ORD-509600,2024-01-10,SKU-10229,35,53.5,Midwest,Completed,FC-03,2024-01-12,2024-01-12,Normal,1872.5,0.0,False,False,False,True,False
ORD-509601,2024-01-10,SKU-10138,26,143.0,Midwest,Returned,FC-02,2024-01-13,,Normal,3718.0,,False,False,True,False,False
ORD-509602,2024-01-10,SKU-10404,23,77.87,West,Completed,FC-04,2024-01-11,2024-01-11,Normal,1791.01,0.0,False,False,False,True,False
ORD-509603,2024-01-10,SKU-10427,28,140.15,West,Completed,FC-03,2024-01-11,2024-01-10,Normal,3924.2,-1.0,False,False,False,True,False
ORD-509604,2024-01-10,SKU-10112,29,113.29,Northeast,Returned,FC-05,2024-01-12,,Normal,3285.41,,False,False,True,False,False
ORD-509605,2024-01-10,SKU-10066,7,88.39,Northeast,Completed,FC-02,2024-01-12,2024-01-12,Normal,618.73,0.0,False,False,False,True,False
ORD-509606,2024-01-10,SKU-10382,19,38.25,South,Completed,FC-04,2024-01-11,2024-01-11,Normal,726.75,0.0,False,False,False,True,False
ORD-509607,2024-01-10,SKU-10338,45,125.56,West,Cancelled,FC-02,2024-01-14,,Normal,5650.2,,False,True,False,False,False
ORD-509608,2024-01-10,SKU-10499,15,10.96,West,Completed,FC-05,2024-01-13,2024-01-15,High,164.4,2.0,True,False,False,True,True
ORD-509609,2024-01-10,SKU-10309,43,13.71,South,Returned,FC-03,2024-01-14,,Normal,589.53,,False,False,True,False,False
ORD-509610,2024-01-10,SKU-10167,16,97.56,West,Returned,FC-06,2024-01-11,,Normal,1560.96,,False,False,True,False,False
ORD-509611,2024-01-10,SKU-10150,40,115.24,West,Completed,FC-03,2024-01-15,2024-01-14,Normal,4609.6,-1.0,False,False,False,True,False
ORD-509612,2024-01-10,SKU-10474,11,32.89,West,Completed,FC-03,2024-01-13,2024-01-12,Normal,361.79,-1.0,False,False,False,True,False
ORD-509613,2024-01-10,SKU-10340,41,67.43,Northeast,Completed,FC-04,2024-01-12,2024-01-12,Normal,2764.63,0.0,False,False,False,True,False
ORD-509614,2024-01-10,SKU-10143,40,131.33,Midwest,Completed,FC-01,2024-01-15,2024-01-17,Normal,5253.2,2.0,False,False,False,True,True
ORD-509615,2024-01-10,SKU-10201,37,77.64,South,Returned,FC-05,2024-01-14,,Normal,2872.68,,False,False,True,False,False
ORD-509616,2024-01-10,SKU-10347,14,9.52,West,Completed,FC-01,2024-01-14,2024-01-16,High,133.28,2.0,True,False,False,True,True
ORD-509617,2024-01-10,SKU-10452,39,135.12,West,Completed,FC-03,2024-01-14,2024-01-15,Normal,5269.68,1.0,False,False,False,True,True
ORD-509618,2024-01-10,SKU-10178,20,137.54,West,Cancelled,FC-04,2024-01-15,,Normal,2750.8,,False,True,False,False,False
ORD-509619,2024-01-10,SKU-10009,40,115.66,West,Cancelled,FC-03,2024-01-15,,Normal,4626.4,,False,True,False,False,False
ORD-509620,2024-01-10,SKU-10139,34,111.79,South,Returned,FC-03,2024-01-15,,Normal,3800.86,,False,False,True,False,False
ORD-509621,2024-01-10,SKU-10002,10,44.08,West,Completed,FC-01,2024-01-15,2024-01-17,Normal,440.8,2.0,False,False,False,True,True
ORD-509622,2024-01-10,SKU-10019,47,89.31,South,Completed,FC-06,2024-01-13,2024-01-15,Normal,4197.57,2.0,False,False,False,True,True
ORD-509623,2024-01-10,SKU-10434,47,20.41,South,Completed,FC-05,2024-01-15,2024-01-16,Normal,959.27,1.0,False,False,False,True,True
ORD-509624,2024-01-10,SKU-10270,43,101.96,South,Completed,FC-06,2024-01-11,2024-01-12,Normal,4384.28,1.0,False,False,False,True,True
ORD-509625,2024-01-10,SKU-10414,32,57.97,South,Returned,FC-02,2024-01-14,,Normal,1855.04,,False,False,True,False,False
ORD-509626,2024-01-10,SKU-10009,48,37.22,Midwest,Completed,FC-03,2024-01-13,2024-01-14,Normal,1786.56,1.0,False,False,False,True,True
ORD-509627,2024-01-10,SKU-10068,28,30.14,Northeast,Completed,FC-04,2024-01-14,2024-01-16,High,843.92,2.0,True,False,False,True,True
ORD-509628,2024-01-10,SKU-10494,33,144.83,West,Completed,FC-06,2024-01-15,2024-01-17,Normal,4779.39,2.0,False,False,False,True,True
ORD-509629,2024-01-10,SKU-10169,37,25.69,West,Completed,FC-05,2024-01-14,2024-01-16,Normal,950.53,2.0,False,False,False,True,True
ORD-509630,2024-01-10,SKU-10341,4,15.9,Northeast,Completed,FC-03,2024-01-15,2024-01-17,Normal,63.6,2.0,False,False,False,True,True
ORD-509631,2024-01-10,SKU-10336,11,127.74,West,Completed,FC-05,2024-01-11,2024-01-13,Normal,1405.14,2.0,False,False,False,True,True
ORD-509632,2024-01-10,SKU-10188,10,146.9,South,Cancelled,FC-05,2024-01-11,,High,1469.0,,True,True,False,False,False
ORD-509633,2024-01-10,SKU-10123,37,93.42,South,Completed,FC-01,2024-01-14,2024-01-14,Normal,3456.54,0.0,False,False,False,True,False
ORD-509634,2024-01-10,SKU-10429,38,18.09,Northeast,Completed,FC-03,2024-01-15,2024-01-15,High,687.42,0.0,True,False,False,True,False
ORD-509635,2024-01-10,SKU-10221,43,75.9,Northeast,Completed,FC-04,2024-01-12,2024-01-11,Normal,3263.7,-1.0,False,False,False,True,False
ORD-509636,2024-01-10,SKU-10496,7,20.74,Midwest,Returned,FC-01,2024-01-15,,Normal,145.18,,False,False,True,False,False
ORD-509637,2024-01-10,SKU-10353,47,36.64,Midwest,Completed,FC-06,2024-01-12,2024-01-13,Normal,1722.08,1.0,False,False,False,True,True
ORD-509638,2024-01-10,SKU-10298,1,51.27,Northeast,Returned,FC-04,2024-01-12,,High,51.27,,True,False,True,False,False
ORD-509639,2024-01-10,SKU-10185,44,97.49,Northeast,Completed,FC-01,2024-01-11,2024-01-11,Normal,4289.56,0.0,False,False,False,True,False
ORD-509640,2024-01-10,SKU-10130,17,12.33,South,Completed,FC-04,2024-01-14,2024-01-13,Normal,209.61,-1.0,False,False,False,True,False
ORD-509641,2024-01-10,SKU-10144,20,133.35,Midwest,Completed,FC-03,2024-01-15,2024-01-17,Normal,2667.0,2.0,False,False,False,True,True
ORD-509642,2024-01-10,SKU-10043,44,31.31,Midwest,Cancelled,FC-02,2024-01-11,,Normal,1377.64,,False,True,False,False,False
ORD-509643,2024-01-10,SKU-10395,18,142.65,West,Completed,FC-02,2024-01-12,2024-01-13,Normal,2567.7,1.0,False,False,False,True,True
ORD-509644,2024-01-10,SKU-10323,45,73.66,South,Completed,FC-06,2024-01-12,2024-01-11,Normal,3314.7,-1.0,False,False,False,True,False
ORD-509645,2024-01-10,SKU-10142,3,112.63,Midwest,Returned,FC-05,2024-01-13,,Normal,337.89,,False,False,True,False,False
ORD-509646,2024-01-10,SKU-10367,9,66.66,West,Completed,FC-06,2024-01-14,2024-01-14,Normal,599.94,0.0,False,False,False,True,False
ORD-509647,2024-01-10,SKU-10468,20,132.16,South,Completed,FC-01,2024-01-15,2024-01-16,Normal,2643.2,1.0,False,False,False,True,True
ORD-509648,2024-01-10,SKU-10294,40,27.24,Northeast,Completed,FC-03,2024-01-14,2024-01-13,Normal,1089.6,-1.0,False,False,False,True,False
ORD-509649,2024-01-10,SKU-10442,37,112.53,South,Cancelled,FC-04,2024-01-14,,Normal,4163.61,,False,True,False,False,False
ORD-509650,2024-01-10,SKU-10496,34,98.56,Midwest,Cancelled,FC-06,2024-01-14,,Normal,3351.04,,False,True,False,False,False
ORD-509651,2024-01-10,SKU-10286,32,23.61,Northeast,Cancelled,FC-05,2024-01-15,,High,755.52,,True,True,False,False,False
ORD-509652,2024-01-10,SKU-10490,38,149.95,Midwest,Returned,FC-04,2024-01-13,,Normal,5698.1,,False,False,True,False,False
ORD-509653,2024-01-10,SKU-10326,15,6.15,Northeast,Returned,FC-03,2024-01-12,,Normal,92.25,,False,False,True,False,False
ORD-509654,2024-01-10,SKU-10240,36,133.59,Northeast,Completed,FC-05,2024-01-15,2024-01-17,High,4809.24,2.0,True,False,False,True,True
ORD-509655,2024-01-10,SKU-10127,10,118.4,Midwest,Completed,FC-03,2024-01-11,2024-01-10,Normal,1184.0,-1.0,False,False,False,True,False
ORD-509656,2024-01-10,SKU-10051,36,12.92,Northeast,Cancelled,FC-01,2024-01-12,,Normal,465.12,,False,True,False,False,False
ORD-509657,2024-01-10,SKU-10433,20,56.44,Northeast,Cancelled,FC-03,2024-01-14,,Normal,1128.8,,False,True,False,False,False
ORD-509658,2024-01-10,SKU-10413,6,128.09,Northeast,Returned,FC-04,2024-01-14,,Normal,768.54,,False,False,True,False,False
ORD-509659,2024-01-10,SKU-10204,49,61.07,West,Completed,FC-05,2024-01-11,2024-01-12,Normal,2992.43,1.0,False,False,False,True,True
ORD-509660,2024-01-10,SKU-10097,27,88.86,Midwest,Completed,FC-04,2024-01-11,2024-01-10,Normal,2399.22,-1.0,False,False,False,True,False
ORD-509661,2024-01-10,SKU-10064,34,12.47,Midwest,Completed,FC-01,2024-01-11,2024-01-13,Normal,423.98,2.0,False,False,False,True,True
ORD-509662,2024-01-10,SKU-10442,28,16.3,Northeast,Cancelled,FC-01,2024-01-12,,Normal,456.4,,False,True,False,False,False
ORD-509663,2024-01-10,SKU-10181,44,23.35,Northeast,Returned,FC-03,2024-01-14,,Normal,1027.4,,False,False,True,False,False
ORD-509664,2024-01-10,SKU-10013,41,37.79,Northeast,Completed,FC-06,2024-01-12,2024-01-12,Normal,1549.39,0.0,False,False,False,True,False
ORD-509665,2024-01-10,SKU-10407,5,110.49,Northeast,Cancelled,FC-04,2024-01-14,,High,552.45,,True,True,False,False,False
ORD-509666,2024-01-10,SKU-10155,14,136.38,Northeast,Completed,FC-04,2024-01-15,2024-01-16,Normal,1909.32,1.0,False,False,False,True,True
ORD-509667,2024-01-10,SKU-10469,47,94.39,South,Completed,FC-01,2024-01-14,2024-01-15,Normal,4436.33,1.0,False,False,False,True,True
ORD-509668,2024-01-10,SKU-10230,15,106.33,West,Returned,FC-02,2024-01-15,,Normal,1594.95,,False,False,True,False,False
ORD-509669,2024-01-10,SKU-10487,23,57.62,West,Completed,FC-03,2024-01-12,2024-01-12,Normal,1325.26,0.0,False,False,False,True,False
ORD-509670,2024-01-10,SKU-10144,11,66.09,South,Completed,FC-01,2024-01-13,2024-01-12,Normal,726.99,-1.0,False,False,False,True,False
ORD-509671,2024-01-10,SKU-10401,41,95.73,South,Cancelled,FC-04,2024-01-12,,Normal,3924.93,,False,True,False,False,False
ORD-509672,2024-01-10,SKU-10067,22,32.13,Northeast,Completed,FC-06,2024-01-14,2024-01-13,Normal,706.86,-1.0,False,False,False,True,False
ORD-509673,2024-01-10,SKU-10132,36,103.24,South,Completed,FC-03,2024-01-15,2024-01-17,Normal,3716.64,2.0,False,False,False,True,True
ORD-509674,2024-01-10,SKU-10172,46,89.68,Northeast,Returned,FC-06,2024-01-15,,Normal,4125.28,,False,False,True,False,False
ORD-509675,2024-01-10,SKU-10123,17,122.24,South,Completed,FC-02,2024-01-13,2024-01-13,High,2078.08,0.0,True,False,False,True,False
ORD-509676,2024-01-10,SKU-10463,31,145.86,West,Completed,FC-05,2024-01-14,2024-01-16,Normal,4521.66,2.0,False,False,False,True,True
ORD-509677,2024-01-10,SKU-10487,14,8.39,West,Completed,FC-06,2024-01-12,2024-01-13,Normal,117.46,1.0,False,False,False,True,True
ORD-509678,2024-01-10,SKU-10240,6,7.01,Midwest,Returned,FC-05,2024-01-13,,Normal,42.06,,False,False,True,False,False
ORD-509679,2024-01-10,SKU-10356,26,112.72,Northeast,Completed,FC-04,2024-01-11,2024-01-10,Normal,2930.72,-1.0,False,False,False,True,False
ORD-509680,2024-01-10,SKU-10344,37,70.38,Northeast,Cancelled,FC-01,2024-01-15,,Normal,2604.06,,False,True,False,False,False
ORD-509681,2024-01-10,SKU-10284,49,47.47,South,Cancelled,FC-02,2024-01-12,,Normal,2326.03,,False,True,False,False,False
ORD-509682,2024-01-10,SKU-10330,29,67.35,Northeast,Returned,FC-01,2024-01-12,,Normal,1953.15,,False,False,True,False,False
ORD-509683,2024-01-10,SKU-10473,34,81.19,West,Returned,FC-06,2024-01-11,,Normal,2760.46,,False,False,True,False,False
ORD-509684,2024-01-10,SKU-10237,30,97.86,South,Returned,FC-03,2024-01-13,,Normal,2935.8,,False,False,True,False,False
ORD-509685,2024-01-10,SKU-10328,31,117.97,South,Cancelled,FC-02,2024-01-14,,Normal,3657.07,,False,True,False,False,False
ORD-509686,2024-01-10,SKU-10023,25,87.35,Northeast,Completed,FC-05,2024-01-12,2024-01-14,Normal,2183.75,2.0,False,False,False,True,True
ORD-509687,2024-01-10,SKU-10410,25,84.63,Northeast,Completed,FC-03,2024-01-15,2024-01-17,Normal,2115.75,2.0,False,False,False,True,True
ORD-509688,2024-01-10,SKU-10253,18,28.83,South,Returned,FC-02,2024-01-13,,Normal,518.94,,False,False,True,False,False
ORD-509689,2024-01-10,SKU-10054,42,100.23,South,Returned,FC-05,2024-01-11,,Normal,4209.66,,False,False,True,False,False
ORD-509690,2024-01-10,SKU-10300,35,101.79,Northeast,Completed,FC-02,2024-01-11,2024-01-10,Normal,3562.65,-1.0,False,False,False,True,False
ORD-509691,2024-01-10,SKU-10219,20,27.99,South,Cancelled,FC-01,2024-01-12,,Normal,559.8,,False,True,False,False,False
ORD-509692,2024-01-10,SKU-10351,38,15.71,Midwest,Returned,FC-03,2024-01-13,,Normal,596.98,,False,False,True,False,False
ORD-509693,2024-01-10,SKU-10176,13,31.41,West,Completed,FC-04,2024-01-13,2024-01-14,Normal,408.33,1.0,False,False,False,True,True
ORD-509694,2024-01-10,SKU-10178,3,81.04,Northeast,Returned,FC-05,2024-01-15,,High,243.12,,True,False,True,False,False
ORD-509695,2024-01-10,SKU-10319,2,10.86,Midwest,Cancelled,FC-02,2024-01-15,,High,21.72,,True,True,False,False,False
ORD-509696,2024-01-10,SKU-10342,44,10.86,West,Completed,FC-05,2024-01-14,2024-01-14,High,477.84,0.0,True,False,False,True,False
ORD-509697,2024-01-10,SKU-10110,25,56.97,West,Completed,FC-02,2024-01-12,2024-01-11,Normal,1424.25,-1.0,False,False,False,True,False
ORD-509698,2024-01-10,SKU-10394,39,99.37,South,Returned,FC-02,2024-01-14,,Normal,3875.43,,False,False,True,False,False
ORD-509699,2024-01-10,SKU-10221,24,26.35,Midwest,Cancelled,FC-03,2024-01-14,,Normal,632.4,,False,True,False,False,False
ORD-509700,2024-01-10,SKU-10050,5,76.12,West,Cancelled,FC-01,2024-01-12,,Normal,380.6,,False,True,False,False,False
