order_id,order_date,sku,quantity_ordered,unit_price,customer_region,order_status,fulfillment_center,expected_ship_date,actual_ship_date,priority_flag
ORD-502251,2024-01-03,SKU-10475,8,58.15,Midwest,Completed,FC-03,2024-01-05,2024-01-04,High
ORD-502252,2024-01-03,SKU-10291,37,120.78,West,Cancelled,FC-05,2024-01-07,,Normal
ORD-502253,2024-01-03,SKU-10247,39,58.17,West,Completed,FC-03,2024-01-07,2024-01-08,High
ORD-502254,2024-01-03,SKU-10158,14,30.58,South,Completed,FC-03,2024-01-07,2024-01-07,Normal
ORD-502255,2024-01-03,SKU-10256,18,56.47,South,Completed,FC-04,2024-01-04,2024-01-05,Normal
ORD-502256,2024-01-03,SKU-10498,38,137.14,West,Completed,FC-03,2024-01-06,2024-01-08,Normal
ORD-502257,2024-01-03,SKU-10379,31,60.65,West,Cancelled,FC-05,2024-01-05,,Normal
ORD-502258,2024-01-03,SKU-10076,20,28.08,Northeast,Completed,FC-04,2024-01-07,2024-01-08,Normal
ORD-502259,2024-01-03,SKU-10436,40,130.69,South,Completed,FC-02,2024-01-08,2024-01-09,Normal
ORD-502260,2024-01-03,SKU-10237,46,37.06,West,Completed,FC-06,2024-01-06,2024-01-06,Normal
ORD-502261,2024-01-03,SKU-10110,9,114.75,Midwest,Completed,FC-05,2024-01-05,2024-01-04,Normal
ORD-502262,2024-01-03,SKU-10373,48,32.19,South,Cancelled,FC-04,2024-01-04,,Normal
ORD-502263,2024-01-03,SKU-10173,14,17.49,South,Completed,FC-05,2024-01-06,2024-01-07,Normal
ORD-502264,2024-01-03,SKU-10220,15,53.93,Northeast,Completed,FC-02,2024-01-05,2024-01-06,Normal
ORD-502265,2024-01-03,SKU-10312,4,84.73,West,Cancelled,FC-02,2024-01-07,,Normal
ORD-502266,2024-01-03,SKU-10254,21,102.6,West,Completed,FC-02,2024-01-04,2024-01-06,Normal
ORD-502267,2024-01-03,SKU-10158,10,73.58,West,Cancelled,FC-04,2024-01-06,,High
ORD-502268,2024-01-03,SKU-10160,37,146.34,South,Completed,FC-02,2024-01-06,2024-01-08,High
ORD-502269,2024-01-03,SKU-10295,2,12.37,South,Completed,FC-01,2024-01-06,2024-01-07,High
ORD-502270,2024-01-03,SKU-10363,40,135.43,South,Returned,FC-04,2024-01-06,,Normal
ORD-502271,2024-01-03,SKU-10390,30,102.28,Midwest,Returned,FC-01,2024-01-05,,Normal
ORD-502272,2024-01-03,SKU-10249,29,84.66,South,Completed,FC-03,2024-01-05,2024-01-07,Normal
ORD-502273,2024-01-03,SKU-10438,8,42.07,Midwest,Cancelled,FC-04,2024-01-07,,Normal
ORD-502274,2024-01-03,SKU-10432,33,127.33,South,Cancelled,FC-03,2024-01-07,,High
ORD-502275,2024-01-03,SKU-10211,40,121.56,Northeast,Cancelled,FC-03,2024-01-06,,Normal
ORD-502276,2024-01-03,SKU-10349,1,108.47,West,Completed,FC-06,2024-01-04,2024-01-04,Normal
ORD-502277,2024-01-03,SKU-10358,40,25.53,West,Cancelled,FC-02,2024-01-04,,Normal
ORD-502278,2024-01-03,SKU-10148,8,145.16,Midwest,Returned,FC-05,2024-01-05,,Normal
ORD-502279,2024-01-03,SKU-10037,9,25.7,Northeast,Completed,FC-04,2024-01-06,2024-01-06,Normal
ORD-502280,2024-01-03,SKU-10178,7,109.09,Northeast,Returned,FC-06,2024-01-07,,Normal
ORD-502281,2024-01-03,SKU-10418,25,47.6,West,Returned,FC-01,2024-01-05,,Normal
ORD-502282,2024-01-03,SKU-10055,46,7.57,Northeast,Returned,FC-02,2024-01-06,,Normal
ORD-502283,2024-01-03,SKU-10033,35,117.8,South,Completed,FC-05,2024-01-08,2024-01-09,Normal
ORD-502284,2024-01-03,SKU-10359,28,58.26,West,Returned,FC-03,2024-01-07,,Normal
ORD-502285,2024-01-03,SKU-10279,17,133.85,Northeast,Completed,FC-02,2024-01-07,2024-01-07,Normal
ORD-502286,2024-01-03,SKU-10163,16,50.89,West,Cancelled,FC-05,2024-01-04,,Normal
ORD-502287,2024-01-03,SKU-10031,49,109.91,Northeast,Completed,FC-04,2024-01-08,2024-01-08,Normal
ORD-502288,2024-01-03,SKU-10108,21,17.23,Northeast,Completed,FC-03,2024-01-06,2024-01-05,Normal
ORD-502289,2024-01-03,SKU-10090,13,84.13,Midwest,Completed,FC-01,2024-01-04,2024-01-05,Normal
ORD-502290,2024-01-03,SKU-10041,46,69.14,Northeast,Completed,FC-04,2024-01-04,2024-01-03,Normal
ORD-502291,2024-01-03,SKU-10342,41,64.26,Midwest,Completed,FC-01,2024-01-07,2024-01-07,High
ORD-502292,2024-01-03,SKU-10461,25,39.44,South,Returned,FC-03,2024-01-04,,Normal
ORD-502293,2024-01-03,SKU-10178,11,61.02,Northeast,Returned,FC-04,2024-01-07,,Normal
ORD-502294,2024-01-03,SKU-10401,39,66.12,Northeast,Completed,FC-03,2024-01-04,2024-01-06,Normal
ORD-502295,2024-01-03,SKU-10292,4,135.55,West,Returned,FC-05,2024-01-07,,Normal
ORD-502296,2024-01-03,SKU-10305,35,98.56,West,Completed,FC-06,2024-01-06,2024-01-07,Normal
ORD-502297,2024-01-03,SKU-10315,4,124.66,South,Completed,FC-06,2024-01-08,2024-01-09,Normal
ORD-502298,2024-01-03,SKU-10480,33,43.9,West,Completed,FC-02,2024-01-06,2024-01-07,Normal
ORD-502299,2024-01-03,SKU-10478,12,6.47,Northeast,Completed,FC-03,2024-01-06,2024-01-07,Normal
ORD-502300,2024-01-03,SKU-10496,39,138.51,South,Returned,FC-05,2024-01-05,,Normal
ORD-502301,2024-01-03,SKU-10230,40,143.48,Northeast,Completed,FC-06,2024-01-05,2024-01-04,Normal
ORD-502302,2024-01-03,SKU-10049,13,102.67,Midwest,Completed,FC-06,2024-01-07,2024-01-06,Normal
ORD-502303,2024-01-03,SKU-10215,24,136.37,Midwest,Cancelled,FC-05,2024-01-05,,Normal
ORD-502304,2024-01-03,SKU-10178,13,96.27,Midwest,Completed,FC-06,2024-01-05,2024-01-07,Normal
ORD-502305,2024-01-03,SKU-10007,27,96.66,South,Completed,FC-01,2024-01-04,2024-01-06,Normal
ORD-502306,2024-01-03,SKU-10157,42,101.28,West,Cancelled,FC-06,2024-01-04,,Normal
ORD-502307,2024-01-03,SKU-10233,23,140.65,Northeast,Returned,FC-03,2024-01-06,,Normal
ORD-502308,2024-01-03,SKU-10277,25,10.72,South,Returned,FC-01,2024-01-08,,Normal
ORD-502309,2024-01-03,SKU-10234,45,125.0,South,Returned,FC-02,2024-01-05,,Normal
ORD-502310,2024-01-03,SKU-10083,43,20.41,Northeast,Cancelled,FC-04,2024-01-08,,Normal
ORD-502311,2024-01-03,SKU-10337,28,105.07,South,Returned,FC-06,2024-01-06,,Normal
ORD-502312,2024-01-03,SKU-10473,35,134.35,West,Completed,FC-01,2024-01-06,2024-01-06,High
ORD-502313,2024-01-03,SKU-10008,45,43.59,Northeast,Cancelled,FC-01,2024-01-05,,Normal
ORD-502314,2024-01-03,SKU-10384,22,17.78,West,Cancelled,FC-06,2024-01-04,,Normal
ORD-502315,2024-01-03,SKU-10297,27,96.89,South,Completed,FC-04,2024-01-04,2024-01-04,Normal
ORD-502316,2024-01-03,SKU-10397,12,45.29,Northeast,Returned,FC-01,2024-01-06,,Normal
ORD-502317,2024-01-03,SKU-10240,48,69.33,South,Completed,FC-04,2024-01-07,2024-01-07,Normal
ORD-502318,2024-01-03,SKU-10420,49,84.57,West,Returned,FC-03,2024-01-08,,Normal
ORD-502319,2024-01-03,SKU-10259,20,144.23,South,Completed,FC-06,2024-01-06,2024-01-08,Normal
ORD-502320,2024-01-03,SKU-10429,8,50.62,Midwest,Returned,FC-01,2024-01-08,,Normal
ORD-502321,2024-01-03,SKU-10212,29,141.4,West,Completed,FC-01,2024-01-05,2024-01-06,Normal
ORD-502322,2024-01-03,SKU-10191,44,34.76,South,Cancelled,FC-03,2024-01-04,,Normal
ORD-502323,2024-01-03,SKU-10292,15,33.88,Midwest,Returned,FC-05,2024-01-05,,Normal
ORD-502324,2024-01-03,SKU-10098,48,60.91,Northeast,Cancelled,FC-01,2024-01-04,,Normal
ORD-502325,2024-01-03,SKU-10295,39,115.48,Midwest,Returned,FC-06,2024-01-05,,Normal
ORD-502326,2024-01-03,SKU-10372,44,72.47,Northeast,Completed,FC-03,2024-01-06,2024-01-06,Normal
ORD-502327,2024-01-03,SKU-10223,38,90.08,West,Completed,FC-06,2024-01-04,2024-01-04,Normal
ORD-502328,2024-01-03,SKU-10258,5,142.4,Northeast,Completed,FC-06,2024-01-04,2024-01-06,Normal
ORD-502329,2024-01-03,SKU-10428,26,31.23,Midwest,Cancelled,FC-03,2024-01-06,,Normal
ORD-502330,2024-01-03,SKU-10047,10,132.84,Northeast,Completed,FC-01,2024-01-07,2024-01-06,Normal
ORD-502331,2024-01-03,SKU-10303,28,94.59,West,Completed,FC-05,2024-01-07,2024-01-06,Normal
ORD-502332,2024-01-03,SKU-10471,23,21.64,Northeast,Completed,FC-01,2024-01-06,2024-01-05,Normal
ORD-502333,2024-01-03,SKU-10066,16,107.65,South,Returned,FC-02,2024-01-06,,Normal
ORD-502334,2024-01-03,SKU-10459,20,9.71,South,Completed,FC-02,2024-01-08,2024-01-08,Normal
ORD-502335,2024-01-03,SKU-10125,34,145.48,South,Returned,FC-06,2024-01-04,,High
ORD-502336,2024-01-03,SKU-10042,31,46.78,West,Completed,FC-06,2024-01-07,2024-01-07,Normal
ORD-502337,2024-01-03,SKU-10443,7,18.73,West,Completed,FC-04,2024-01-04,2024-01-03,Normal
ORD-502338,2024-01-03,SKU-10062,3,38.41,Midwest,Completed,FC-03,2024-01-07,2024-01-07,Normal
ORD-502339,2024-01-03,SKU-10092,49,43.46,West,Completed,FC-04,2024-01-07,2024-01-07,Normal
ORD-502340,2024-01-03,SKU-10467,17,142.49,Northeast,Completed,FC-01,2024-01-06,2024-01-08,Normal
ORD-502341,2024-01-03,SKU-10011,18,128.54,West,Returned,FC-04,2024-01-06,,Normal
ORD-502342,2024-01-03,SKU-10039,49,116.12,Northeast,Completed,FC-04,2024-01-05,2024-01-06,Normal
ORD-502343,2024-01-03,SKU-10324,38,120.49,Midwest,Returned,FC-02,2024-01-04,,Normal
ORD-502344,2024-01-03,SKU-10462,47,139.08,West,Completed,FC-01,2024-01-08,2024-01-07,Normal
ORD-502345,2024-01-03,SKU-10177,40,83.31,West,Returned,FC-02,2024-01-07,,Normal
ORD-502346,2024-01-03,SKU-10130,21,110.5,Midwest,Completed,FC-05,2024-01-06,2024-01-06,High
ORD-502347,2024-01-03,SKU-10011,19,145.71,Midwest,Cancelled,FC-02,2024-01-05,,Normal
ORD-502348,2024-01-03,SKU-10058,48,126.33,West,Completed,FC-03,2024-01-04,2024-01-03,Normal
ORD-502349,2024-01-03,SKU-10042,12,14.54,South,Completed,FC-03,2024-01-04,2024-01-03,Normal
ORD-502350,2024-01-03,SKU-10488,36,69.34,South,Completed,FC-06,2024-01-07,2024-01-09,Normal
ORD-502351,2024-01-03,SKU-10150,25,26.06,Northeast,Returned,FC-04,2024-01-05,,Normal
ORD-502352,2024-01-03,SKU-10204,17,144.63,South,Completed,FC-02,2024-01-04,2024-01-05,Normal
ORD-502353,2024-01-03,SKU-10433,24,6.45,Northeast,Completed,FC-01,2024-01-07,2024-01-08,Normal
ORD-502354,2024-01-03,SKU-10392,4,116.86,South,Cancelled,FC-02,2024-01-04,,Normal
ORD-502355,2024-01-03,SKU-10488,13,128.9,Northeast,Returned,FC-04,2024-01-05,,Normal
ORD-502356,2024-01-03,SKU-10382,37,12.59,South,Completed,FC-05,2024-01-04,2024-01-06,Normal
ORD-502357,2024-01-03,SKU-10196,34,120.87,Midwest,Returned,FC-05,2024-01-08,,Normal
ORD-502358,2024-01-03,SKU-10459,13,113.35,Northeast,Completed,FC-02,2024-01-04,2024-01-05,Normal
ORD-502359,2024-01-03,SKU-10490,34,37.72,South,Cancelled,FC-05,2024-01-06,,Normal
ORD-502360,2024-01-03,SKU-10309,29,119.92,South,Cancelled,FC-04,2024-01-08,,High
ORD-502361,2024-01-03,SKU-10092,37,149.79,Northeast,Completed,FC-02,2024-01-07,2024-01-09,Normal
ORD-502362,2024-01-03,SKU-10037,19,16.6,South,Completed,FC-03,2024-01-08,2024-01-07,Normal
ORD-502363,2024-01-03,SKU-10160,2,38.73,West,Completed,FC-03,2024-01-06,2024-01-08,Normal
ORD-502364,2024-01-03,SKU-10367,6,6.32,Midwest,Completed,FC-04,2024-01-04,2024-01-05,Normal
ORD-502365,2024-01-03,SKU-10164,19,102.05,West,Completed,FC-04,2024-01-08,2024-01-09,Normal
ORD-502366,2024-01-03,SKU-10108,39,108.61,Midwest,Cancelled,FC-01,2024-01-07,,Normal
ORD-502367,2024-01-03,SKU-10366,6,121.72,West,Cancelled,FC-05,2024-01-08,,Normal
ORD-502368,2024-01-03,SKU-10215,28,80.26,South,Returned,FC-03,2024-01-04,,Normal
ORD-502369,2024-01-03,SKU-10025,25,105.97,Northeast,Returned,FC-01,2024-01-04,,Normal
ORD-502370,2024-01-03,SKU-10215,6,25.94,West,Completed,FC-04,2024-01-07,2024-01-08,Normal
ORD-502371,2024-01-03,SKU-10167,33,51.01,Northeast,Cancelled,FC-02,2024-01-08,,Normal
ORD-502372,2024-01-03,SKU-10145,20,47.72,West,Completed,FC-04,2024-01-06,2024-01-06,Normal
ORD-502373,2024-01-03,SKU-10430,41,108.39,West,Returned,FC-05,2024-01-06,,Normal
ORD-502374,2024-01-03,SKU-10020,17,12.68,West,Completed,FC-01,2024-01-08,2024-01-10,Normal
ORD-502375,2024-01-03,SKU-10424,37,132.8,South,Returned,FC-03,2024-01-04,,Normal
ORD-502376,2024-01-03,SKU-10177,22,93.14,West,Returned,FC-05,2024-01-05,,Normal
ORD-502377,2024-01-03,SKU-10252,22,27.45,West,Cancelled,FC-04,2024-01-07,,Normal
ORD-502378,2024-01-03,SKU-10232,6,106.07,West,Returned,FC-03,2024-01-08,,Normal
ORD-502379,2024-01-03,SKU-10052,37,54.47,Midwest,Completed,FC-01,2024-01-05,2024-01-06,Normal
ORD-502380,2024-01-03,SKU-10071,39,5.85,South,Completed,FC-06,2024-01-07,2024-01-06,Normal
ORD-502381,2024-01-03,SKU-10115,21,146.34,West,Completed,FC-02,2024-01-07,2024-01-06,Normal
ORD-502382,2024-01-03,SKU-10415,28,139.21,West,Completed,FC-06,2024-01-06,2024-01-05,Normal
ORD-502383,2024-01-03,SKU-10132,19,141.58,West,Completed,FC-01,2024-01-07,2024-01-07,Normal
ORD-502384,2024-01-03,SKU-10038,18,68.46,South,Completed,FC-06,2024-01-04,2024-01-05,Normal
ORD-502385,2024-01-03,SKU-10415,13,12.13,South,Returned,FC-06,2024-01-05,,Normal
ORD-502386,2024-01-03,SKU-10070,13,119.62,Northeast,Cancelled,FC-01,2024-01-06,,Normal
ORD-502387,2024-01-03,SKU-10441,47,94.35,Northeast,Completed,FC-06,2024-01-04,2024-01-04,Normal
ORD-502388,2024-01-03,SKU-10062,35,44.49,Midwest,Cancelled,FC-05,2024-01-07,,Normal
ORD-502389,2024-01-03,SKU-10250,28,116.52,South,Completed,FC-06,2024-01-06,2024-01-05,Normal
ORD-502390,2024-01-03,SKU-10047,40,82.35,South,Completed,FC-06,2024-01-04,2024-01-05,High
ORD-502391,2024-01-03,SKU-10285,20,35.78,Midwest,Completed,FC-06,2024-01-04,2024-01-03,High
ORD-502392,2024-01-03,SKU-10497,34,21.93,West,Returned,FC-02,2024-01-06,,High
ORD-502393,2024-01-03,SKU-10110,6,135.44,Northeast,Returned,FC-02,2024-01-07,,Normal
ORD-502394,2024-01-03,SKU-10174,43,33.33,South,Completed,FC-03,2024-01-06,2024-01-06,Normal
ORD-502395,2024-01-03,SKU-10335,45,13.28,West,Completed,FC-02,2024-01-04,2024-01-04,Normal
ORD-502396,2024-01-03,SKU-10186,22,101.1,Northeast,Returned,FC-05,2024-01-04,,Normal
ORD-502397,2024-01-03,SKU-10399,15,77.75,Midwest,Returned,FC-01,2024-01-06,,Normal
ORD-502398,2024-01-03,SKU-10084,24,21.42,West,Completed,FC-02,2024-01-08,2024-01-08,Normal
ORD-502399,2024-01-03,SKU-10054,35,83.42,Midwest,Completed,FC-01,2024-01-07,2024-01-07,Normal
ORD-502400,2024-01-03,SKU-10095,36,46.45,West,Completed,FC-04,2024-01-06,2024-01-08,Normal
ORD-502401,2024-01-03,SKU-10231,42,112.78,South,Completed,FC-01,2024-01-06,2024-01-08,Normal
ORD-502402,2024-01-03,SKU-10043,31,101.54,Northeast,Completed,FC-02,2024-01-05,2024-01-04,Normal
ORD-502403,2024-01-03,SKU-10257,24,71.18,South,Returned,FC-01,2024-01-08,,Normal
ORD-502404,2024-01-03,SKU-10189,41,64.03,West,Completed,FC-06,2024-01-05,2024-01-05,Normal
ORD-502405,2024-01-03,SKU-10475,15,120.15,Midwest,Returned,FC-03,2024-01-06,,Normal
ORD-502406,2024-01-03,SKU-10090,11,64.54,South,Cancelled,FC-05,2024-01-07,,Normal
ORD-502407,2024-01-03,SKU-10265,28,134.96,West,Returned,FC-06,2024-01-04,,High
ORD-502408,2024-01-03,SKU-10127,7,33.71,Midwest,Completed,FC-01,2024-01-05,2024-01-07,High
ORD-502409,2024-01-03,SKU-10018,41,30.86,South,Cancelled,FC-02,2024-01-07,,High
ORD-502410,2024-01-03,SKU-10051,34,80.57,Midwest,Completed,FC-05,2024-01-05,2024-01-04,Normal
ORD-502411,2024-01-03,SKU-10207,11,86.16,Northeast,Returned,FC-01,2024-01-04,,Normal
ORD-502412,2024-01-03,SKU-10421,19,55.27,Northeast,Completed,FC-02,2024-01-07,2024-01-06,Normal
ORD-502413,2024-01-03,SKU-10104,23,49.33,South,Completed,FC-06,2024-01-07,2024-01-08,Normal
ORD-502414,2024-01-03,SKU-10375,12,112.94,West,Completed,FC-02,2024-01-05,2024-01-04,Normal
ORD-502415,2024-01-03,SKU-10358,30,45.48,Northeast,Cancelled,FC-06,2024-01-07,,Normal
ORD-502416,2024-01-03,SKU-10464,5,11.04,Midwest,Completed,FC-03,2024-01-07,2024-01-08,Normal
ORD-502417,2024-01-03,SKU-10085,13,93.08,South,Completed,FC-04,2024-01-08,2024-01-10,Normal
ORD-502418,2024-01-03,SKU-10006,26,11.3,Northeast,Returned,FC-03,2024-01-04,,High
ORD-502419,2024-01-03,SKU-10498,49,114.09,West,Completed,FC-02,2024-01-06,2024-01-07,Normal
ORD-502420,2024-01-03,SKU-10436,29,105.65,South,Completed,FC-04,2024-01-05,2024-01-05,Normal
ORD-502421,2024-01-03,SKU-10250,39,48.12,Northeast,Completed,FC-01,2024-01-08,2024-01-09,High
ORD-502422,2024-01-03,SKU-10008,3,15.55,South,Cancelled,FC-02,2024-01-06,,Normal
ORD-502423,2024-01-03,SKU-10085,42,36.58,West,Completed,FC-01,2024-01-05,2024-01-05,Normal
ORD-502424,2024-01-03,SKU-10376,32,86.47,Northeast,Completed,FC-04,2024-01-05,2024-01-06,Normal
ORD-502425,2024-01-03,SKU-10279,1,56.55,Northeast,Completed,FC-03,2024-01-05,2024-01-05,Normal
ORD-502426,2024-01-03,SKU-10006,2,49.16,South,Completed,FC-06,2024-01-07,2024-01-08,Normal
ORD-502427,2024-01-03,SKU-10265,9,63.93,Northeast,Cancelled,FC-01,2024-01-04,,Normal
ORD-502428,2024-01-03,SKU-10265,1,139.84,Midwest,Completed,FC-04,2024-01-08,2024-01-09,Normal
ORD-502429,2024-01-03,SKU-10337,36,37.96,South,Completed,FC-04,2024-01-08,2024-01-10,High
ORD-502430,2024-01-03,SKU-10295,9,38.65,South,Returned,FC-02,2024-01-05,,Normal
ORD-502431,2024-01-03,SKU-10099,12,23.92,West,Returned,FC-03,2024-01-04,,Normal
ORD-502432,2024-01-03,SKU-10347,6,17.95,Northeast,Cancelled,FC-05,2024-01-08,,Normal
ORD-502433,2024-01-03,SKU-10466,16,116.98,South,Completed,FC-04,2024-01-08,2024-01-09,Normal
ORD-502434,2024-01-03,SKU-10483,19,113.13,South,Completed,FC-02,2024-01-08,2024-01-07,High
ORD-502435,2024-01-03,SKU-10266,26,119.05,West,Completed,FC-04,2024-01-08,2024-01-07,Normal
ORD-502436,2024-01-03,SKU-10290,33,129.38,South,Completed,FC-01,2024-01-07,2024-01-09,Normal
ORD-502437,2024-01-03,SKU-10255,18,6.6,Northeast,Completed,FC-06,2024-01-05,2024-01-07,Normal
ORD-502438,2024-01-03,SKU-10494,4,101.35,Midwest,Completed,FC-03,2024-01-08,2024-01-07,Normal
ORD-502439,2024-01-03,SKU-10033,13,5.56,West,Completed,FC-04,2024-01-06,2024-01-08,High
ORD-502440,2024-01-03,SKU-10144,2,25.71,West,Cancelled,FC-01,2024-01-05,,Normal
ORD-502441,2024-01-03,SKU-10002,19,119.55,South,Returned,FC-06,2024-01-06,,Normal
ORD-502442,2024-01-03,SKU-10025,39,74.18,Midwest,Completed,FC-03,2024-01-04,2024-01-04,Normal
ORD-502443,2024-01-03,SKU-10402,21,67.91,Midwest,Cancelled,FC-01,2024-01-06,,Normal
ORD-502444,2024-01-03,SKU-10073,5,46.67,Northeast,Completed,FC-05,2024-01-04,2024-01-05,Normal
ORD-502445,2024-01-03,SKU-10148,7,30.26,West,Completed,FC-04,2024-01-07,2024-01-06,Normal
ORD-502446,2024-01-03,SKU-10127,27,126.35,Northeast,Returned,FC-04,2024-01-05,,Normal
ORD-502447,2024-01-03,SKU-10050,9,46.59,South,Completed,FC-05,2024-01-04,2024-01-03,Normal
ORD-502448,2024-01-03,SKU-10288,6,14.35,South,Returned,FC-05,2024-01-05,,Normal
ORD-502449,2024-01-03,SKU-10393,41,83.88,South,Completed,FC-02,2024-01-05,2024-01-05,Normal
ORD-502450,2024-01-03,SKU-10102,36,38.68,South,Completed,FC-01,2024-01-05,2024-01-07,Normal
ORD-502451,2024-01-03,SKU-10474,48,79.14,Midwest,Returned,FC-04,2024-01-07,,Normal
ORD-502452,2024-01-03,SKU-10426,16,28.89,West,Returned,FC-02,2024-01-06,,Normal
ORD-502453,2024-01-03,SKU-10355,40,27.75,South,Completed,FC-04,2024-01-08,2024-01-07,Normal
ORD-502454,2024-01-03,SKU-10238,18,90.28,Northeast,Returned,FC-04,2024-01-05,,High
ORD-502455,2024-01-03,SKU-10286,1,74.88,Northeast,Completed,FC-01,2024-01-04,2024-01-05,Normal
ORD-502456,2024-01-03,SKU-10314,4,44.79,Midwest,Completed,FC-05,2024-01-07,2024-01-07,Normal
ORD-502457,2024-01-03,SKU-10065,23,141.11,South,Cancelled,FC-01,2024-01-07,,Normal
ORD-502458,2024-01-03,SKU-10201,46,128.33,Northeast,Completed,FC-06,2024-01-05,2024-01-06,High
ORD-502459,2024-01-03,SKU-10413,10,49.01,Northeast,Cancelled,FC-01,2024-01-04,,High
ORD-502460,2024-01-03,SKU-10138,13,50.95,South,Completed,FC-05,2024-01-04,2024-01-06,High
ORD-502461,2024-01-03,SKU-10148,31,149.74,Northeast,Cancelled,FC-06,2024-01-08,,Normal
ORD-502462,2024-01-03,SKU-10031,43,26.47,West,Completed,FC-06,2024-01-05,2024-01-04,Normal
ORD-502463,2024-01-03,SKU-10073,14,21.03,Northeast,Cancelled,FC-02,2024-01-05,,Normal
ORD-502464,2024-01-03,SKU-10345,32,72.33,South,Completed,FC-06,2024-01-06,2024-01-08,Normal
ORD-502465,2024-01-03,SKU-10479,31,123.63,Northeast,Completed,FC-05,2024-01-04,2024-01-04,Normal
ORD-502466,2024-01-03,SKU-10058,8,53.39,West,Completed,FC-02,2024-01-06,2024-01-06,Normal
ORD-502467,2024-01-03,SKU-10061,5,19.47,West,Cancelled,FC-02,2024-01-04,,Normal
ORD-502468,2024-01-03,SKU-10242,11,120.35,Northeast,Completed,FC-04,2024-01-04,2024-01-04,High
ORD-502469,2024-01-03,SKU-10062,37,12.93,Northeast,Completed,FC-04,2024-01-07,2024-01-07,Normal
ORD-502470,2024-01-03,SKU-10419,25,91.65,South,Completed,FC-05,2024-01-07,2024-01-07,Normal
ORD-502471,2024-01-03,SKU-10439,34,146.41,West,Cancelled,FC-04,2024-01-05,,Normal
ORD-502472,2024-01-03,SKU-10011,2,13.69,Midwest,Completed,FC-06,2024-01-05,2024-01-07,Normal
ORD-502473,2024-01-03,SKU-10087,12,144.52,Midwest,Cancelled,FC-04,2024-01-05,,Normal
ORD-502474,2024-01-03,SKU-10148,13,61.21,Northeast,Completed,FC-03,2024-01-07,2024-01-09,Normal
ORD-502475,2024-01-03,SKU-10200,10,136.1,West,Returned,FC-04,2024-01-05,,Normal
ORD-502476,2024-01-03,SKU-10217,19,58.16,West,Completed,FC-03,2024-01-06,2024-01-07,Normal
ORD-502477,2024-01-03,SKU-10288,43,145.36,West,Returned,FC-05,2024-01-08,,Normal
ORD-502478,2024-01-03,SKU-10330,18,29.21,Northeast,Cancelled,FC-01,2024-01-05,,Normal
ORD-502479,2024-01-03,SKU-10181,34,17.38,Northeast,Completed,FC-06,2024-01-04,2024-01-04,Normal
ORD-502480,2024-01-03,SKU-10004,31,65.36,South,Completed,FC-05,2024-01-07,2024-01-06,Normal
ORD-502481,2024-01-03,SKU-10257,6,15.4,South,Completed,FC-06,2024-01-05,2024-01-06,Normal
ORD-502482,2024-01-03,SKU-10262,48,60.98,Midwest,Completed,FC-06,2024-01-06,2024-01-05,Normal
ORD-502483,2024-01-03,SKU-10335,49,20.55,South,Cancelled,FC-04,2024-01-08,,Normal
ORD-502484,2024-01-03,SKU-10402,11,111.64,South,Completed,FC-06,2024-01-04,2024-01-06,Normal
ORD-502485,2024-01-03,SKU-10201,11,96.91,Northeast,Completed,FC-04,2024-01-05,2024-01-07,Normal
ORD-502486,2024-01-03,SKU-10310,22,131.56,South,Completed,FC-02,2024-01-05,2024-01-05,Normal
ORD-502487,2024-01-03,SKU-10301,41,34.09,South,Cancelled,FC-05,2024-01-08,,Normal
ORD-502488,2024-01-03,SKU-10206,25,31.05,West,Completed,FC-01,2024-01-04,2024-01-06,Normal
ORD-502489,2024-01-03,SKU-10081,13,77.95,West,Completed,FC-06,2024-01-08,2024-01-09,Normal
ORD-502490,2024-01-03,SKU-10478,21,53.76,South,Returned,FC-02,2024-01-05,,Normal
ORD-502491,2024-01-03,SKU-10413,8,46.31,West,Completed,FC-02,2024-01-05,2024-01-05,Normal
ORD-502492,2024-01-03,SKU-10196,32,75.42,West,Returned,FC-01,2024-01-05,,Normal
ORD-502493,2024-01-03,SKU-10058,28,9.32,West,Completed,FC-04,2024-01-04,2024-01-03,Normal
ORD-502494,2024-01-03,SKU-10310,10,51.64,Midwest,Completed,FC-03,2024-01-06,2024-01-06,Normal
ORD-502495,2024-01-03,SKU-10230,10,5.71,Midwest,Returned,FC-06,2024-01-07,,Normal
ORD-502496,2024-01-03,SKU-10102,45,127.09,South,Completed,FC-04,2024-01-06,2024-01-06,Normal
ORD-502497,2024-01-03,SKU-10146,11,71.78,Midwest,Completed,FC-06,2024-01-06,2024-01-05,Normal
ORD-502498,2024-01-03,SKU-10416,18,126.06,Midwest,Cancelled,FC-01,2024-01-05,,Normal
ORD-502499,2024-01-03,SKU-10322,49,134.95,Midwest,Completed,FC-01,2024-01-05,2024-01-07,Normal
ORD-502500,2024-01-03,SKU-10457,42,121.22,South,Completed,FC-04,2024-01-05,2024-01-05,Normal
ORD-502501,2024-01-03,SKU-10442,25,38.31,South,Completed,FC-02,2024-01-06,2024-01-08,Normal
ORD-502502,2024-01-03,SKU-10490,28,96.19,Northeast,Cancelled,FC-02,2024-01-06,,Normal
ORD-502503,2024-01-03,SKU-10292,3,115.96,South,Returned,FC-03,2024-01-04,,Normal
