date,sku,supplier_id,inventory_level,reorder_point,reorder_qty,on_order_qty,lead_time_days
2024-01-10,SKU-10019,SUP-213,1451,209,801,0,9
2024-01-10,SKU-10020,SUP-214,2445,251,598,0,3
2024-01-10,SKU-10021,SUP-232,1704,210,580,0,7
2024-01-10,SKU-10022,SUP-238,2456,680,721,0,7
2024-01-10,SKU-10023,SUP-201,2442,259,720,0,4
2024-01-10,SKU-10024,SUP-235,2935,427,789,0,7
2024-01-10,SKU-10025,SUP-212,3536,705,887,0,9
2024-01-10,SKU-10026,SUP-245,2971,508,1801,0,8
2024-01-10,SKU-10027,SUP-241,1535,574,1259,0,8
2024-01-10,SKU-10028,SUP-244,2784,393,1850,0,7
2024-01-10,SKU-10029,SUP-234,1875,563,1274,0,3
2024-01-10,SKU-10030,SUP-226,2503,738,1473,0,4
2024-01-10,SKU-10031,SUP-214,2608,442,1992,0,8
2024-01-10,SKU-10032,SUP-228,814,559,587,0,6
2024-01-10,SKU-10033,SUP-237,873,670,1877,0,5
2024-01-10,SKU-10034,SUP-217,1994,288,1713,0,5
2024-01-10,SKU-10035,SUP-200,738,737,1699,0,14
2024-01-10,SKU-10036,SUP-248,3364,753,982,0,13
2024-01-10,SKU-10037,SUP-210,1372,346,1960,0,9
2024-01-10,SKU-10038,SUP-244,255,601,1085,1085,4
2024-01-10,SKU-10039,SUP-227,162,527,724,724,9
2024-01-10,SKU-10040,SUP-221,1867,720,1776,0,14
2024-01-10,SKU-10041,SUP-217,1436,270,1050,0,12
2024-01-10,SKU-10042,SUP-209,555,629,1742,1742,13
2024-01-10,SKU-10043,SUP-213,1772,743,1649,0,5
2024-01-10,SKU-10044,SUP-248,2878,319,1820,0,9
2024-01-10,SKU-10045,SUP-221,1246,647,1495,0,9
2024-01-10,SKU-10046,SUP-206,1812,223,1584,0,9
2024-01-10,SKU-10047,SUP-205,2094,424,685,0,9
2024-01-10,SKU-10048,SUP-224,122,540,652,652,7
2024-01-10,SKU-10049,SUP-206,2990,657,1327,0,5
2024-01-10,SKU-10050,SUP-222,2945,411,1955,0,6
2024-01-10,SKU-10051,SUP-222,3420,693,1666,0,8
2024-01-10,SKU-10052,SUP-238,1815,593,1011,0,13
2024-01-10,SKU-10053,SUP-216,2139,527,1103,0,5
2024-01-10,SKU-10054,SUP-202,2286,548,1014,0,3
2024-01-10,SKU-10055,SUP-246,2960,413,1061,0,3
2024-01-10,SKU-10056,SUP-229,2343,457,1911,0,8
2024-01-10,SKU-10057,SUP-234,1982,512,1563,0,8
2024-01-10,SKU-10058,SUP-207,3533,335,1098,0,14
2024-01-10,SKU-10059,SUP-224,2849,434,1654,0,3
2024-01-10,SKU-10060,SUP-205,3447,384,1914,0,9
2024-01-10,SKU-10061,SUP-235,1824,211,579,0,11
2024-01-10,SKU-10062,SUP-218,2899,471,632,0,7
2024-01-10,SKU-10063,SUP-240,3443,340,982,0,3
2024-01-10,SKU-10064,SUP-239,2930,469,1631,0,12
2024-01-10,SKU-10065,SUP-223,1310,283,1813,0,9
2024-01-10,SKU-10066,SUP-236,259,662,1918,1918,4
2024-01-10,SKU-10067,SUP-212,3033,633,1772,0,6
2024-01-10,SKU-10068,SUP-245,3323,440,1201,0,6
2024-01-10,SKU-10069,SUP-204,3484,474,514,0,11
2024-01-10,SKU-10070,SUP-202,2435,564,1763,0,8
2024-01-10,SKU-10071,SUP-242,2732,699,708,0,7
2024-01-10,SKU-10072,SUP-214,532,588,1496,1496,9
2024-01-10,SKU-10073,SUP-249,609,550,633,0,4
2024-01-10,SKU-10074,SUP-218,834,316,1790,0,12
2024-01-10,SKU-10075,SUP-205,2689,378,647,0,3
2024-01-10,SKU-10076,SUP-214,1223,204,1025,0,10
2024-01-10,SKU-10077,SUP-206,3096,635,1315,0,10
2024-01-10,SKU-10078,SUP-224,3330,714,1660,0,4
2024-01-10,SKU-10079,SUP-217,3217,479,631,0,11
2024-01-10,SKU-10080,SUP-229,685,618,1725,0,14
2024-01-10,SKU-10081,SUP-240,3345,401,651,0,3
2024-01-10,SKU-10082,SUP-223,2753,399,598,0,4
2024-01-10,SKU-10083,SUP-210,2405,573,1575,0,9
2024-01-10,SKU-10084,SUP-223,1951,610,1993,0,3
2024-01-10,SKU-10085,SUP-222,1317,460,1242,0,3
2024-01-10,SKU-10086,SUP-213,2963,215,1161,0,6
2024-01-10,SKU-10087,SUP-242,2663,271,517,0,4
2024-01-10,SKU-10088,SUP-217,717,768,1620,1620,9
2024-01-10,SKU-10089,SUP-244,1094,210,662,0,13
2024-01-10,SKU-10090,SUP-243,2108,440,1356,0,12
2024-01-10,SKU-10091,SUP-241,754,241,883,0,12
2024-01-10,SKU-10092,SUP-204,1262,238,510,0,11
2024-01-10,SKU-10093,SUP-238,2601,283,557,0,7
2024-01-10,SKU-10094,SUP-240,3478,364,936,0,9
2024-01-10,SKU-10095,SUP-210,2106,602,1909,0,12
2024-01-10,SKU-10096,SUP-234,1457,730,792,0,13
2024-01-10,SKU-10097,SUP-246,618,572,1685,0,4
2024-01-10,SKU-10098,SUP-215,2522,282,1391,0,14
2024-01-10,SKU-10099,SUP-210,3164,718,1934,0,7
2024-01-10,SKU-10100,SUP-229,850,288,1753,0,4
2024-01-10,SKU-10101,SUP-224,3277,480,921,0,8
2024-01-10,SKU-10102,SUP-217,1078,465,1302,0,5
2024-01-10,SKU-10103,SUP-240,2975,416,820,0,4
2024-01-10,SKU-10104,SUP-244,955,402,1216,0,11
2024-01-10,SKU-10105,SUP-235,2308,352,1952,0,3
2024-01-10,SKU-10106,SUP-214,2845,635,995,0,14
2024-01-10,SKU-10107,SUP-243,1486,681,1849,0,13
2024-01-10,SKU-10108,SUP-220,872,756,997,0,4
2024-01-10,SKU-10109,SUP-249,2154,507,1203,0,6
2024-01-10,SKU-10110,SUP-249,1547,228,993,0,8
2024-01-10,SKU-10111,SUP-203,2104,376,1483,0,10
2024-01-10,SKU-10112,SUP-214,2570,334,1256,0,13
2024-01-10,SKU-10113,SUP-202,653,303,930,0,7
2024-01-10,SKU-10114,SUP-220,2331,646,1282,0,11
2024-01-10,SKU-10115,SUP-225,221,661,1639,1639,6
2024-01-10,SKU-10116,SUP-217,2542,480,1534,0,10
2024-01-10,SKU-10117,SUP-204,2147,439,1516,0,14
2024-01-10,SKU-10118,SUP-213,839,364,1330,0,9
2024-01-10,SKU-10119,SUP-236,182,488,1598,1598,14
2024-01-10,SKU-10120,SUP-245,1746,374,973,0,11
2024-01-10,SKU-10121,SUP-220,309,575,1915,1915,8
2024-01-10,SKU-10122,SUP-213,2481,333,1364,0,14
2024-01-10,SKU-10123,SUP-241,856,637,1338,0,14
2024-01-10,SKU-10124,SUP-231,3024,771,1016,0,7
2024-01-10,SKU-10125,SUP-225,2985,380,644,0,13
2024-01-10,SKU-10126,SUP-241,946,683,981,0,5
2024-01-10,SKU-10127,SUP-229,2877,727,1615,0,10
2024-01-10,SKU-10128,SUP-209,1700,294,929,0,13
2024-01-10,SKU-10129,SUP-216,1245,772,1814,0,12
2024-01-10,SKU-10130,SUP-208,2874,543,1362,0,8
2024-01-10,SKU-10131,SUP-215,1740,364,1536,0,11
2024-01-10,SKU-10132,SUP-247,1356,746,1517,0,5
2024-01-10,SKU-10133,SUP-235,1632,242,903,0,3
2024-01-10,SKU-10134,SUP-234,757,462,569,0,7
2024-01-10,SKU-10135,SUP-216,1584,346,524,0,5
2024-01-10,SKU-10136,SUP-247,2423,450,981,0,13
2024-01-10,SKU-10137,SUP-237,997,369,501,0,8
2024-01-10,SKU-10138,SUP-227,830,561,1819,0,12
2024-01-10,SKU-10139,SUP-237,784,261,625,0,3
2024-01-10,SKU-10140,SUP-225,1119,378,992,0,3
2024-01-10,SKU-10141,SUP-223,3206,368,1476,0,5
2024-01-10,SKU-10142,SUP-214,324,299,714,0,5
2024-01-10,SKU-10143,SUP-208,3219,747,836,0,9
2024-01-10,SKU-10144,SUP-232,1680,559,1514,0,13
2024-01-10,SKU-10145,SUP-231,1446,737,1153,0,13
2024-01-10,SKU-10146,SUP-205,535,702,556,556,8
2024-01-10,SKU-10147,SUP-248,3350,665,784,0,4
2024-01-10,SKU-10148,SUP-203,570,458,1339,0,13
2024-01-10,SKU-10149,SUP-207,3368,592,1099,0,3
2024-01-10,SKU-10150,SUP-209,1271,209,976,0,6
2024-01-10,SKU-10151,SUP-240,2531,511,1761,0,11
2024-01-10,SKU-10152,SUP-210,1601,379,1290,0,12
2024-01-10,SKU-10153,SUP-243,1824,730,1191,0,4
2024-01-10,SKU-10154,SUP-227,1404,689,504,0,14
2024-01-10,SKU-10155,SUP-238,1634,672,1661,0,8
2024-01-10,SKU-10156,SUP-204,3470,362,817,0,12
2024-01-10,SKU-10157,SUP-224,2154,437,1643,0,8
2024-01-10,SKU-10158,SUP-224,2246,449,1859,0,14
2024-01-10,SKU-10159,SUP-238,208,350,1788,1788,14
2024-01-10,SKU-10160,SUP-229,1538,415,1858,0,9
2024-01-10,SKU-10161,SUP-233,2041,710,1417,0,4
2024-01-10,SKU-10162,SUP-216,113,529,1513,1513,14
2024-01-10,SKU-10163,SUP-235,3388,319,1598,0,8
2024-01-10,SKU-10164,SUP-200,3251,381,1420,0,8
2024-01-10,SKU-10165,SUP-243,1055,797,1792,0,6
2024-01-10,SKU-10166,SUP-246,3509,347,1179,0,11
2024-01-10,SKU-10167,SUP-207,1523,594,1107,0,13
2024-01-10,SKU-10168,SUP-243,2528,746,1292,0,3
2024-01-10,SKU-10169,SUP-234,1732,792,1573,0,9
2024-01-10,SKU-10170,SUP-248,2928,580,1149,0,10
2024-01-10,SKU-10171,SUP-217,1647,361,518,0,10
2024-01-10,SKU-10172,SUP-249,2728,375,908,0,10
2024-01-10,SKU-10173,SUP-241,1318,421,1848,0,5
2024-01-10,SKU-10174,SUP-221,1731,524,1022,0,8
2024-01-10,SKU-10175,SUP-207,3312,437,1508,0,9
2024-01-10,SKU-10176,SUP-218,1352,713,1733,0,6
2024-01-10,SKU-10177,SUP-227,3000,256,712,0,9
2024-01-10,SKU-10178,SUP-210,1676,650,1098,0,12
2024-01-10,SKU-10179,SUP-229,2298,312,1687,0,6
2024-01-10,SKU-10180,SUP-200,47,291,968,968,12
2024-01-10,SKU-10181,SUP-246,1472,406,1513,0,3
2024-01-10,SKU-10182,SUP-246,3224,606,1626,0,11
2024-01-10,SKU-10183,SUP-216,114,448,1499,1499,4
2024-01-10,SKU-10184,SUP-232,406,736,1234,1234,13
2024-01-10,SKU-10185,SUP-248,1581,594,952,0,14
2024-01-10,SKU-10186,SUP-211,1270,310,1644,0,5
2024-01-10,SKU-10187,SUP-232,1867,315,1464,0,9
2024-01-10,SKU-10188,SUP-206,1839,548,731,0,4
2024-01-10,SKU-10189,SUP-240,1850,484,1135,0,9
2024-01-10,SKU-10190,SUP-219,627,369,576,0,7
2024-01-10,SKU-10191,SUP-240,392,262,769,0,10
2024-01-10,SKU-10192,SUP-232,1360,292,1576,0,6
2024-01-10,SKU-10193,SUP-238,109,428,749,749,9
2024-01-10,SKU-10194,SUP-212,963,480,1461,0,13
2024-01-10,SKU-10195,SUP-209,1344,766,1030,0,14
2024-01-10,SKU-10196,SUP-223,527,653,766,766,13
2024-01-10,SKU-10197,SUP-248,1448,431,1820,0,4
2024-01-10,SKU-10198,SUP-210,1145,771,1415,0,8
2024-01-10,SKU-10199,SUP-234,444,302,1399,0,10
2024-01-10,SKU-10200,SUP-249,3335,769,1995,0,3
2024-01-10,SKU-10201,SUP-233,1846,275,1542,0,7
2024-01-10,SKU-10202,SUP-200,2690,651,578,0,6
2024-01-10,SKU-10203,SUP-238,1474,644,648,0,12
2024-01-10,SKU-10204,SUP-220,1964,254,1371,0,6
2024-01-10,SKU-10205,SUP-231,877,621,950,0,10
2024-01-10,SKU-10206,SUP-201,2963,632,1453,0,5
2024-01-10,SKU-10207,SUP-207,3345,284,1283,0,7
2024-01-10,SKU-10208,SUP-223,3454,683,1908,0,3
2024-01-10,SKU-10209,SUP-219,1619,443,1206,0,11
2024-01-10,SKU-10210,SUP-215,1288,715,1556,0,13
2024-01-10,SKU-10211,SUP-203,622,518,1647,0,6
2024-01-10,SKU-10212,SUP-215,1692,687,950,0,3
2024-01-10,SKU-10213,SUP-236,1464,519,1688,0,7
2024-01-10,SKU-10214,SUP-205,351,678,1212,1212,3
2024-01-10,SKU-10215,SUP-205,2221,607,1868,0,5
2024-01-10,SKU-10216,SUP-246,1818,505,866,0,6
2024-01-10,SKU-10217,SUP-231,3012,345,645,0,14
2024-01-10,SKU-10218,SUP-204,310,474,586,586,12
2024-01-10,SKU-10219,SUP-248,3133,514,1222,0,4
2024-01-10,SKU-10220,SUP-234,2157,461,986,0,8
2024-01-10,SKU-10221,SUP-249,3091,742,1628,0,10
2024-01-10,SKU-10222,SUP-208,473,637,668,668,14
2024-01-10,SKU-10223,SUP-208,112,718,1221,1221,6
2024-01-10,SKU-10224,SUP-242,2707,431,1044,0,5
2024-01-10,SKU-10225,SUP-230,3050,520,827,0,9
2024-01-10,SKU-10226,SUP-235,3265,563,1755,0,10
2024-01-10,SKU-10227,SUP-210,1796,746,1697,0,10
2024-01-10,SKU-10228,SUP-216,1604,400,1184,0,11
2024-01-10,SKU-10229,SUP-233,2617,265,1457,0,5
2024-01-10,SKU-10230,SUP-238,2359,222,1201,0,10
2024-01-10,SKU-10231,SUP-227,3096,504,676,0,5
2024-01-10,SKU-10232,SUP-213,1075,756,1697,0,9
2024-01-10,SKU-10233,SUP-234,878,779,596,0,9
2024-01-10,SKU-10234,SUP-248,2973,436,790,0,10
2024-01-10,SKU-10235,SUP-246,2970,447,1265,0,8
2024-01-10,SKU-10236,SUP-244,2577,215,1697,0,13
2024-01-10,SKU-10237,SUP-212,3515,723,718,0,3
2024-01-10,SKU-10238,SUP-245,2500,292,950,0,14
2024-01-10,SKU-10239,SUP-219,2368,678,815,0,12
2024-01-10,SKU-10240,SUP-225,1203,438,1627,0,13
2024-01-10,SKU-10241,SUP-242,1283,574,1920,0,5
2024-01-10,SKU-10242,SUP-241,488,747,1295,1295,6
2024-01-10,SKU-10243,SUP-223,1843,306,1356,0,11
2024-01-10,SKU-10244,SUP-228,365,787,1750,1750,6
2024-01-10,SKU-10245,SUP-233,1205,249,1367,0,12
2024-01-10,SKU-10246,SUP-228,3360,276,1234,0,11
2024-01-10,SKU-10247,SUP-207,1828,526,1007,0,7
2024-01-10,SKU-10248,SUP-215,1046,440,934,0,14
2024-01-10,SKU-10249,SUP-214,3302,732,1995,0,13
2024-01-10,SKU-10250,SUP-204,1907,612,1068,0,9
2024-01-10,SKU-10251,SUP-221,1980,683,1681,0,14
2024-01-10,SKU-10252,SUP-201,286,586,755,755,6
2024-01-10,SKU-10253,SUP-237,2917,642,848,0,11
2024-01-10,SKU-10254,SUP-235,2532,596,1961,0,4
2024-01-10,SKU-10255,SUP-214,3105,345,678,0,10
2024-01-10,SKU-10256,SUP-237,1668,229,558,0,11
2024-01-10,SKU-10257,SUP-214,1226,366,1860,0,13
2024-01-10,SKU-10258,SUP-200,3493,359,1276,0,13
2024-01-10,SKU-10259,SUP-204,1791,398,1556,0,10
2024-01-10,SKU-10260,SUP-245,1349,420,1592,0,8
2024-01-10,SKU-10261,SUP-240,1483,359,1339,0,6
2024-01-10,SKU-10262,SUP-203,1574,753,1077,0,7
2024-01-10,SKU-10263,SUP-214,441,701,745,745,5
2024-01-10,SKU-10264,SUP-204,2448,528,1046,0,5
2024-01-10,SKU-10265,SUP-202,1067,401,1780,0,8
2024-01-10,SKU-10266,SUP-221,3331,778,1111,0,5
2024-01-10,SKU-10267,SUP-204,2462,690,753,0,3
2024-01-10,SKU-10268,SUP-232,365,455,1227,1227,10
2024-01-10,SKU-10269,SUP-215,680,206,1722,0,13
2024-01-10,SKU-10270,SUP-217,3304,442,1742,0,8
2024-01-10,SKU-10271,SUP-242,145,265,1533,1533,12
2024-01-10,SKU-10272,SUP-231,2157,413,567,0,9
2024-01-10,SKU-10273,SUP-213,451,216,1022,0,7
2024-01-10,SKU-10274,SUP-234,1170,703,1748,0,6
2024-01-10,SKU-10275,SUP-208,1643,740,1881,0,5
2024-01-10,SKU-10276,SUP-246,1823,696,971,0,13
2024-01-10,SKU-10277,SUP-236,3475,499,583,0,11
2024-01-10,SKU-10278,SUP-236,2028,403,1878,0,3
2024-01-10,SKU-10279,SUP-230,1663,216,1074,0,13
2024-01-10,SKU-10280,SUP-215,3218,329,614,0,4
2024-01-10,SKU-10281,SUP-230,1204,415,1347,0,3
2024-01-10,SKU-10282,SUP-226,1303,639,1116,0,11
2024-01-10,SKU-10283,SUP-212,1435,605,1878,0,3
2024-01-10,SKU-10284,SUP-206,2251,225,582,0,9
2024-01-10,SKU-10285,SUP-206,2133,269,1334,0,8
2024-01-10,SKU-10286,SUP-242,3508,262,1536,0,11
2024-01-10,SKU-10287,SUP-227,226,239,1688,1688,6
2024-01-10,SKU-10288,SUP-222,1835,597,1982,0,11
2024-01-10,SKU-10289,SUP-227,3248,799,1124,0,6
2024-01-10,SKU-10290,SUP-226,2416,627,924,0,5
2024-01-10,SKU-10291,SUP-229,3223,584,1662,0,7
2024-01-10,SKU-10292,SUP-246,3330,443,921,0,8
2024-01-10,SKU-10293,SUP-203,2045,378,792,0,9
2024-01-10,SKU-10294,SUP-243,1401,444,1672,0,14
2024-01-10,SKU-10295,SUP-241,100,605,1990,1990,3
2024-01-10,SKU-10296,SUP-241,1072,525,1526,0,3
2024-01-10,SKU-10297,SUP-206,138,298,1920,1920,13
2024-01-10,SKU-10298,SUP-203,164,311,1522,1522,6
2024-01-10,SKU-10299,SUP-225,100,744,1809,1809,7
2024-01-10,SKU-10300,SUP-246,2804,385,1513,0,10
2024-01-10,SKU-10301,SUP-221,1380,566,1651,0,5
2024-01-10,SKU-10302,SUP-206,1606,476,559,0,4
2024-01-10,SKU-10303,SUP-215,3458,603,1380,0,7
2024-01-10,SKU-10304,SUP-212,1371,535,1330,0,11
2024-01-10,SKU-10305,SUP-212,322,514,1459,1459,8
2024-01-10,SKU-10306,SUP-234,105,297,1823,1823,11
2024-01-10,SKU-10307,SUP-228,1095,342,1430,0,9
2024-01-10,SKU-10308,SUP-208,2738,668,591,0,4
2024-01-10,SKU-10309,SUP-227,853,563,1656,0,9
2024-01-10,SKU-10310,SUP-211,546,355,886,0,9
2024-01-10,SKU-10311,SUP-217,2787,700,958,0,4
2024-01-10,SKU-10312,SUP-229,1253,291,1979,0,5
2024-01-10,SKU-10313,SUP-215,2014,203,780,0,4
2024-01-10,SKU-10314,SUP-204,2516,592,707,0,6
2024-01-10,SKU-10315,SUP-228,1218,704,702,0,13
2024-01-10,SKU-10316,SUP-235,2473,792,1879,0,5
2024-01-10,SKU-10317,SUP-206,2956,577,1288,0,14
2024-01-10,SKU-10318,SUP-203,3489,236,544,0,10
2024-01-10,SKU-10319,SUP-241,2050,764,800,0,4
2024-01-10,SKU-10320,SUP-234,2756,261,1080,0,4
2024-01-10,SKU-10321,SUP-200,2178,270,1334,0,6
2024-01-10,SKU-10322,SUP-205,3167,728,1828,0,6
2024-01-10,SKU-10323,SUP-248,2613,724,1824,0,7
2024-01-10,SKU-10324,SUP-215,83,773,933,933,13
2024-01-10,SKU-10325,SUP-210,2711,483,1440,0,11
2024-01-10,SKU-10326,SUP-226,1946,539,1804,0,14
2024-01-10,SKU-10327,SUP-231,679,374,1992,0,12
2024-01-10,SKU-10328,SUP-230,1003,341,1986,0,3
2024-01-10,SKU-10329,SUP-213,2828,572,1991,0,9
2024-01-10,SKU-10330,SUP-225,1787,642,1979,0,10
2024-01-10,SKU-10331,SUP-203,2608,421,1236,0,4
2024-01-10,SKU-10332,SUP-210,1725,387,612,0,7
2024-01-10,SKU-10333,SUP-224,2349,797,1403,0,7
2024-01-10,SKU-10334,SUP-200,3096,209,502,0,8
2024-01-10,SKU-10335,SUP-224,2549,730,1841,0,4
2024-01-10,SKU-10336,SUP-216,1311,306,587,0,14
2024-01-10,SKU-10337,SUP-229,3234,574,551,0,7
2024-01-10,SKU-10338,SUP-218,2165,290,538,0,6
2024-01-10,SKU-10339,SUP-227,3207,242,708,0,10
2024-01-10,SKU-10340,SUP-244,709,308,713,0,14
2024-01-10,SKU-10341,SUP-246,2128,276,594,0,11
2024-01-10,SKU-10342,SUP-235,3165,361,964,0,9
2024-01-10,SKU-10343,SUP-242,2478,386,551,0,10
2024-01-10,SKU-10344,SUP-245,2537,556,1218,0,9
2024-01-10,SKU-10345,SUP-231,3476,531,1787,0,11
2024-01-10,SKU-10346,SUP-209,2134,633,1302,0,14
2024-01-10,SKU-10347,SUP-212,936,565,1762,0,7
2024-01-10,SKU-10348,SUP-218,3184,595,1918,0,5
2024-01-10,SKU-10349,SUP-213,1329,582,1893,0,7
2024-01-10,SKU-10350,SUP-203,2001,541,1762,0,6
2024-01-10,SKU-10351,SUP-237,1240,654,940,0,11
2024-01-10,SKU-10352,SUP-247,2040,280,1884,0,10
2024-01-10,SKU-10353,SUP-234,2640,598,573,0,9
2024-01-10,SKU-10354,SUP-203,3418,308,1345,0,5
2024-01-10,SKU-10355,SUP-247,62,614,1517,1517,10
2024-01-10,SKU-10356,SUP-220,3375,687,1118,0,12
2024-01-10,SKU-10357,SUP-203,184,619,1072,1072,10
2024-01-10,SKU-10358,SUP-203,1259,462,1298,0,3
2024-01-10,SKU-10359,SUP-237,1951,676,1782,0,5
2024-01-10,SKU-10360,SUP-230,1027,773,1862,0,14
2024-01-10,SKU-10361,SUP-232,2783,549,629,0,4
2024-01-10,SKU-10362,SUP-233,2578,568,1443,0,12
2024-01-10,SKU-10363,SUP-210,1726,218,609,0,7
2024-01-10,SKU-10364,SUP-203,3138,487,1502,0,3
2024-01-10,SKU-10365,SUP-232,2426,698,896,0,9
2024-01-10,SKU-10366,SUP-205,1980,412,1873,0,5
2024-01-10,SKU-10367,SUP-211,1203,501,1808,0,5
2024-01-10,SKU-10368,SUP-204,1846,686,1844,0,9
2024-01-10,SKU-10369,SUP-238,2705,762,1714,0,5
2024-01-10,SKU-10370,SUP-204,3144,526,1650,0,6
2024-01-10,SKU-10371,SUP-243,1383,327,1653,0,3
2024-01-10,SKU-10372,SUP-215,1613,547,1421,0,5
2024-01-10,SKU-10373,SUP-225,1152,486,681,0,5
2024-01-10,SKU-10374,SUP-207,2631,513,1454,0,7
2024-01-10,SKU-10375,SUP-236,3467,696,902,0,14
2024-01-10,SKU-10376,SUP-215,726,789,1469,1469,7
2024-01-10,SKU-10377,SUP-237,2086,302,832,0,5
2024-01-10,SKU-10378,SUP-238,878,356,924,0,5
2024-01-10,SKU-10379,SUP-202,1171,704,1370,0,6
2024-01-10,SKU-10380,SUP-239,2420,760,1969,0,6
2024-01-10,SKU-10381,SUP-205,1678,765,874,0,7
2024-01-10,SKU-10382,SUP-226,2018,678,903,0,3
2024-01-10,SKU-10383,SUP-242,3359,704,582,0,5
2024-01-10,SKU-10384,SUP-237,603,497,1803,0,14
2024-01-10,SKU-10385,SUP-236,149,637,1815,1815,11
2024-01-10,SKU-10386,SUP-233,380,228,678,0,11
2024-01-10,SKU-10387,SUP-220,1480,477,1878,0,3
2024-01-10,SKU-10388,SUP-216,2536,516,1192,0,3
2024-01-10,SKU-10389,SUP-213,1085,424,1946,0,8
2024-01-10,SKU-10390,SUP-242,2362,267,1857,0,13
2024-01-10,SKU-10391,SUP-245,1891,558,1800,0,5
2024-01-10,SKU-10392,SUP-220,1608,294,1742,0,12
2024-01-10,SKU-10393,SUP-215,2364,327,699,0,3
2024-01-10,SKU-10394,SUP-216,2929,491,565,0,14
2024-01-10,SKU-10395,SUP-225,930,603,1117,0,6
2024-01-10,SKU-10396,SUP-208,869,601,624,0,4
2024-01-10,SKU-10397,SUP-242,1598,597,1314,0,10
2024-01-10,SKU-10398,SUP-241,1962,430,894,0,10
2024-01-10,SKU-10399,SUP-219,1157,732,1464,0,9
2024-01-10,SKU-10400,SUP-229,3035,325,1054,0,8
2024-01-10,SKU-10401,SUP-220,3052,645,1993,0,14
2024-01-10,SKU-10402,SUP-248,2974,584,1211,0,3
2024-01-10,SKU-10403,SUP-204,1759,314,951,0,9
2024-01-10,SKU-10404,SUP-200,1440,784,1037,0,3
2024-01-10,SKU-10405,SUP-229,2318,330,1232,0,11
2024-01-10,SKU-10406,SUP-239,2144,765,1012,0,3
2024-01-10,SKU-10407,SUP-236,2332,465,898,0,10
2024-01-10,SKU-10408,SUP-206,1506,373,1568,0,9
2024-01-10,SKU-10409,SUP-204,3162,260,742,0,14
2024-01-10,SKU-10410,SUP-234,3198,475,1554,0,10
2024-01-10,SKU-10411,SUP-213,934,651,1972,0,13
2024-01-10,SKU-10412,SUP-232,1106,233,954,0,14
2024-01-10,SKU-10413,SUP-216,311,339,1201,1201,4
2024-01-10,SKU-10414,SUP-208,1182,503,795,0,10
2024-01-10,SKU-10415,SUP-222,2384,498,710,0,10
2024-01-10,SKU-10416,SUP-204,3288,680,1071,0,5
2024-01-10,SKU-10417,SUP-215,1841,694,1429,0,4
2024-01-10,SKU-10418,SUP-223,1782,370,1555,0,9
2024-01-10,SKU-10419,SUP-218,1549,388,1285,0,9
2024-01-10,SKU-10420,SUP-210,2219,460,1705,0,11
2024-01-10,SKU-10421,SUP-228,2954,273,665,0,11
2024-01-10,SKU-10422,SUP-234,271,632,1140,1140,6
2024-01-10,SKU-10423,SUP-245,809,234,1967,0,9
2024-01-10,SKU-10424,SUP-219,2860,629,1478,0,4
2024-01-10,SKU-10425,SUP-239,79,772,948,948,11
2024-01-10,SKU-10426,SUP-241,2847,390,1143,0,12
2024-01-10,SKU-10427,SUP-233,1898,364,1254,0,12
2024-01-10,SKU-10428,SUP-200,2108,462,1147,0,5
2024-01-10,SKU-10429,SUP-242,311,418,508,508,8
2024-01-10,SKU-10430,SUP-235,118,424,1189,1189,9
2024-01-10,SKU-10431,SUP-219,905,499,1317,0,13
2024-01-10,SKU-10432,SUP-242,2978,729,743,0,5
2024-01-10,SKU-10433,SUP-206,2488,437,1769,0,11
2024-01-10,SKU-10434,SUP-208,2889,483,537,0,14
2024-01-10,SKU-10435,SUP-216,107,491,791,791,13
2024-01-10,SKU-10436,SUP-207,3349,798,1077,0,12
2024-01-10,SKU-10437,SUP-206,1498,646,1871,0,8
2024-01-10,SKU-10438,SUP-247,3171,598,1914,0,10
2024-01-10,SKU-10439,SUP-235,3238,209,1090,0,7
2024-01-10,SKU-10440,SUP-209,92,658,603,603,7
2024-01-10,SKU-10441,SUP-217,2612,662,800,0,13
2024-01-10,SKU-10442,SUP-218,778,691,1607,0,3
2024-01-10,SKU-10443,SUP-238,2911,627,866,0,9
2024-01-10,SKU-10444,SUP-213,2947,295,1778,0,8
2024-01-10,SKU-10445,SUP-245,1385,685,1925,0,14
2024-01-10,SKU-10446,SUP-221,463,647,746,746,4
2024-01-10,SKU-10447,SUP-213,3280,459,1692,0,4
2024-01-10,SKU-10448,SUP-243,2043,462,1299,0,9
2024-01-10,SKU-10449,SUP-240,1196,364,1237,0,7
2024-01-10,SKU-10450,SUP-216,3170,676,882,0,14
2024-01-10,SKU-10451,SUP-232,2128,533,1771,0,3
2024-01-10,SKU-10452,SUP-231,1177,322,1558,0,12
2024-01-10,SKU-10453,SUP-216,1008,526,1818,0,13
2024-01-10,SKU-10454,SUP-203,2529,734,1409,0,7
2024-01-10,SKU-10455,SUP-205,2074,217,526,0,10
2024-01-10,SKU-10456,SUP-240,1233,316,1655,0,3
2024-01-10,SKU-10457,SUP-227,2157,359,1648,0,6
2024-01-10,SKU-10458,SUP-217,2753,769,1954,0,13
2024-01-10,SKU-10459,SUP-202,2528,294,923,0,9
2024-01-10,SKU-10460,SUP-200,3141,241,1240,0,5
